sample #',V5',V2'
553970,954,1039
553980,947,1033
553990,948,1032
554000,952,1036
554010,1035,1046
554020,986,1073
554030,947,1045
554040,864,1016
554050,842,959
554060,895,891
554070,958,991
554080,974,1011
554090,979,1043
554100,984,1047
554110,990,1055
554120,995,1069
554130,1001,1077
554140,1008,1093
554150,1009,1107
554160,993,1098
554170,979,1081
554180,970,1067
554190,961,1050
554200,959,1043
554210,957,1043
554220,950,1039
554230,951,1037
554240,949,1039
554250,946,1031
554260,950,1030
554270,950,1033
554280,948,1029
554290,960,1034
554300,996,1086
554310,963,1041
554320,903,1011
554330,828,970
554340,861,887
554350,951,953
554360,969,1006
554370,979,1041
554380,992,1051
554390,1009,1063
554400,1006,1066
554410,1010,1080
554420,1013,1093
554430,1014,1104
554440,1005,1102
554450,993,1090
554460,978,1065
554470,973,1052
554480,965,1045
554490,958,1039
554500,957,1034
554510,957,1038
554520,955,1032
554530,958,1031
554540,956,1030
554550,953,1028
554560,958,1027
554570,960,1029
554580,1068,1058
554590,994,1062
554600,953,1028
554610,864,991
554620,841,933
554630,904,873
554640,965,974
554650,982,1006
554660,993,1037
554670,999,1044
554680,1004,1052
554690,1008,1059
554700,1007,1065
554710,1014,1082
554720,1017,1097
554730,1022,1098
554740,1023,1094
554750,1002,1083
554760,980,1059
554770,978,1047
554780,971,1040
554790,966,1034
554800,968,1030
554810,965,1030
554820,961,1025
554830,963,1025
554840,960,1025
554850,958,1020
554860,961,1022
554870,962,1024
554880,969,1024
554890,1010,1067
554900,968,1036
554910,921,1006
554920,850,956
554930,877,885
554940,953,958
554950,973,998
554960,982,1021
554970,988,1036
554980,994,1044
554990,998,1053
555000,1000,1059
555010,1004,1075
555020,1011,1091
555030,1008,1096
555040,1006,1098
555050,991,1090
555060,972,1074
555070,969,1060
555080,971,1050
555090,973,1039
555100,964,1038
555110,955,1035
555120,951,1029
555130,951,1028
555140,950,1029
555150,949,1025
555160,955,1024
555170,973,1052
555180,1199,1091
555190,1050,967
555200,945,1028
555210,942,1021
555220,938,1018
555230,928,1017
555240,921,1008
555250,915,1005
555260,907,1003
555270,900,996
555280,908,1004
555290,922,1021
555300,940,1039
555310,953,1046
555320,955,1048
555330,954,1039
555340,951,1042
555350,950,1042
555360,946,1039
555370,949,1043
555380,951,1042
555390,947,1037
555400,948,1040
555410,946,1044
555420,956,1037
555430,969,1036
555440,960,1037
555450,949,1028
555460,953,1030
555470,957,1033
555480,1181,1145
555490,1001,1088
555500,1107,1092
555510,1048,999
555520,928,1000
555530,934,1025
555540,931,1019
555550,934,1018
555560,928,1019
555570,927,1011
555580,929,1014
555590,927,1018
555600,927,1019
555610,934,1028
555620,946,1042
555630,956,1051
555640,964,1059
555650,962,1057
555660,958,1051
555670,959,1045
555680,953,1045
555690,950,1044
555700,955,1044
555710,958,1046
555720,954,1040
555730,953,1038
555740,954,1039
555750,948,1036
555760,950,1037
555770,958,1038
555780,978,1036
555790,1013,1081
555800,980,1043
555810,929,1019
555820,849,968
555830,878,915
555840,948,964
555850,964,1010
555860,970,1031
555870,977,1043
555880,991,1052
555890,995,1060
555900,997,1065
555910,1006,1076
555920,1008,1087
555930,1003,1086
555940,989,1083
555950,972,1070
555960,965,1053
555970,963,1044
555980,957,1041
555990,956,1036
556000,955,1036
556010,954,1038
556020,949,1031
556030,950,1027
556040,950,1030
556050,948,1028
556060,960,1032
556070,999,1079
556080,967,1040
556090,909,1016
556100,861,961
556110,900,884
556120,955,981
556130,968,1004
556140,974,1026
556150,984,1039
556160,988,1048
556170,995,1054
556180,1002,1065
556190,1002,1080
556200,1003,1091
556210,997,1090
556220,983,1077
556230,965,1056
556240,964,1047
556250,961,1046
556260,957,1036
556270,959,1034
556280,958,1037
556290,953,1032
556300,953,1031
556310,952,1032
556320,947,1027
556330,953,1029
556340,973,1034
556350,1003,1075
556360,967,1043
556370,924,1028
556380,845,985
556390,876,917
556400,962,973
556410,981,1009
556420,976,1020
556430,987,1043
556440,992,1048
556450,999,1054
556460,1004,1068
556470,1005,1079
556480,1013,1093
556490,1005,1105
556500,992,1090
556510,982,1074
556520,974,1064
556530,965,1051
556540,964,1047
556550,963,1048
556560,957,1040
556570,956,1041
556580,958,1043
556590,956,1041
556600,958,1039
556610,957,1041
556620,960,1039
556630,1178,1197
556640,990,1075
556650,940,1035
556660,864,1005
556670,843,954
556680,895,881
556690,963,980
556700,975,1020
556710,981,1051
556720,1006,1062
556730,1018,1069
556740,1015,1074
556750,1017,1086
556760,1024,1102
556770,1026,1110
556780,1024,1116
556790,1012,1108
556800,993,1088
556810,987,1069
556820,985,1061
556830,977,1051
556840,979,1053
556850,975,1054
556860,973,1048
556870,973,1049
556880,974,1049
556890,971,1043
556900,972,1044
556910,972,1045
556920,970,1042
556930,1190,1132
556940,1011,1079
556950,977,1043
556960,907,1018
556970,853,969
556980,882,907
556990,964,971
557000,981,1019
557010,991,1037
557020,1004,1049
557030,1010,1057
557040,1012,1060
557050,1017,1075
557060,1028,1087
557070,1036,1091
557080,1046,1101
557090,1023,1094
557100,1004,1075
557110,997,1058
557120,990,1051
557130,985,1042
557140,986,1040
557150,982,1039
557160,978,1033
557170,977,1032
557180,976,1035
557190,971,1028
557200,973,1029
557210,975,1031
557220,976,1028
557230,1141,1183
557240,1008,1066
557250,975,1038
557260,901,1012
557270,874,955
557280,927,901
557290,976,995
557300,985,1010
557310,992,1029
557320,1006,1040
557330,1012,1049
557340,1010,1052
557350,1021,1064
557360,1024,1079
557370,1031,1086
557380,1029,1091
557390,1008,1092
557400,995,1071
557410,997,1055
557420,1000,1052
557430,981,1038
557440,978,1034
557450,974,1035
557460,971,1030
557470,971,1029
557480,970,1032
557490,967,1030
557500,1002,1048
557510,1188,1097
557520,1030,944
557530,922,999
557540,923,1004
557550,923,1001
557560,924,1000
557570,922,1004
557580,915,1000
557590,911,998
557600,913,998
557610,912,999
557620,924,1009
557630,942,1027
557640,957,1038
557650,969,1046
557660,975,1048
557670,973,1041
557680,968,1041
557690,967,1045
557700,971,1041
557710,973,1041
557720,973,1042
557730,972,1039
557740,970,1048
557750,972,1047
557760,980,1043
557770,992,1044
557780,981,1041
557790,976,1034
557800,985,1038
557810,983,1043
557820,985,1045
557830,1050,1075
557840,1291,1170
557850,1052,977
557860,976,1043
557870,973,1041
557880,962,1034
557890,961,1034
557900,953,1033
557910,947,1025
557920,950,1027
557930,951,1033
557940,962,1039
557950,984,1058
557960,995,1074
557970,1000,1071
557980,1009,1071
557990,1000,1064
558000,996,1061
558010,1000,1062
558020,999,1067
558030,999,1061
558040,1005,1060
558050,1001,1061
558060,999,1059
558070,996,1063
558080,997,1064
558090,1004,1060
558100,1016,1064
558110,1008,1063
558120,1249,1185
558130,1053,1089
558140,1015,1064
558150,935,1039
558160,996,1046
558170,977,989
558180,1005,1059
558190,1028,1059
558200,1033,1060
558210,1034,1057
558220,1042,1060
558230,1043,1064
558240,1046,1062
558250,1049,1070
558260,1044,1075
558270,1031,1067
558280,1023,1067
558290,1017,1065
558300,1010,1057
558310,1014,1057
558320,1009,1059
558330,1008,1054
558340,1011,1055
558350,1005,1056
558360,1002,1046
558370,1002,1047
558380,999,1054
558390,1016,1050
558400,1069,1086
558410,1035,1061
558420,963,1033
558430,909,981
558440,938,918
558450,991,993
558460,1009,1017
558470,1012,1039
558480,1022,1049
558490,1031,1056
558500,1037,1065
558510,1038,1071
558520,1045,1081
558530,1044,1093
558540,1036,1090
558550,1025,1083
558560,1010,1070
558570,999,1056
558580,997,1050
558590,993,1048
558600,988,1041
558610,993,1042
558620,988,1043
558630,982,1037
558640,982,1036
558650,979,1038
558660,979,1034
558670,1009,1044
558680,1027,1087
558690,991,1059
558700,939,1033
558710,892,990
558720,910,913
558730,974,982
558740,986,1009
558750,988,1017
558760,1001,1040
558770,1005,1045
558780,1006,1050
558790,1011,1058
558800,1017,1069
558810,1014,1079
558820,1018,1089
558830,1008,1091
558840,991,1077
558850,979,1063
558860,976,1056
558870,969,1045
558880,969,1046
558890,968,1045
558900,961,1040
558910,961,1040
558920,962,1040
558930,959,1036
558940,967,1035
558950,965,1039
558960,967,1034
558970,1161,1194
558980,998,1075
558990,955,1040
559000,884,1017
559010,845,980
559020,875,906
559030,961,956
559040,989,1014
559050,989,1026
559060,1001,1050
559070,1002,1057
559080,1007,1060
559090,1015,1069
559100,1019,1087
559110,1023,1095
559120,1029,1105
559130,1019,1110
559140,1002,1094
559150,990,1078
559160,981,1067
559170,970,1055
559180,975,1054
559190,969,1052
559200,970,1047
559210,974,1049
559220,972,1048
559230,966,1043
559240,969,1042
559250,970,1045
559260,965,1040
559270,1010,1050
559280,1012,1081
559290,985,1047
559300,926,1019
559310,840,984
559320,850,921
559330,938,936
559340,968,1014
559350,973,1031
559360,988,1053
559370,1001,1059
559380,1011,1057
559390,1014,1063
559400,1011,1071
559410,1012,1073
559420,1018,1085
559430,1012,1087
559440,999,1073
559450,991,1062
559460,982,1052
559470,975,1042
559480,978,1041
559490,976,1040
559500,970,1034
559510,969,1038
559520,968,1035
559530,963,1031
559540,965,1032
559550,963,1035
559560,964,1032
559570,1054,1167
559580,1001,1068
559590,964,1047
559600,886,1024
559610,859,969
559620,916,926
559630,961,1010
559640,969,1022
559650,977,1039
559660,988,1050
559670,995,1063
559680,995,1064
559690,1002,1082
559700,1013,1090
559710,1023,1096
559720,1031,1107
559730,1013,1102
559740,992,1081
559750,986,1070
559760,976,1063
559770,969,1057
559780,970,1050
559790,968,1051
559800,961,1047
559810,963,1047
559820,961,1048
559830,953,1043
559840,953,1044
559850,957,1045
559860,953,1042
559870,962,1049
559880,1028,1173
559890,978,1077
559900,960,1058
559910,890,1039
559920,856,982
559930,897,921
559940,948,1008
559950,960,1018
559960,971,1035
559970,980,1052
559980,982,1055
559990,987,1064
560000,995,1072
560010,998,1080
560020,1011,1095
560030,1006,1107
560040,986,1101
560050,985,1084
560060,987,1071
560070,969,1059
560080,964,1054
560090,956,1054
560100,953,1047
560110,955,1047
560120,960,1049
560130,957,1045
560140,997,1070
560150,1183,1110
560160,1023,946
560170,902,1016
560180,903,1018
560190,902,1015
560200,899,1017
560210,898,1016
560220,888,1009
560230,885,1010
560240,886,1013
560250,896,1018
560260,917,1040
560270,945,1059
560280,956,1058
560290,956,1058
560300,959,1056
560310,954,1053
560320,957,1055
560330,958,1056
560340,960,1055
560350,959,1057
560360,956,1061
560370,957,1053
560380,972,1056
560390,975,1058
560400,963,1050
560410,966,1050
560420,967,1052
560430,969,1050
560440,1218,1181
560450,1277,1151
560460,969,1000
560470,952,1051
560480,948,1044
560490,937,1037
560500,933,1030
560510,923,1030
560520,917,1024
560530,918,1026
560540,925,1033
560550,936,1039
560560,955,1049
560570,959,1058
560580,956,1048
560590,957,1048
560600,954,1047
560610,946,1041
560620,949,1045
560630,952,1046
560640,951,1045
560650,955,1046
560660,950,1049
560670,947,1041
560680,956,1042
560690,966,1042
560700,949,1031
560710,956,1034
560720,1186,1161
560730,992,1061
560740,1016,1067
560750,1063,1095
560760,918,978
560770,935,1025
560780,936,1021
560790,929,1018
560800,934,1017
560810,934,1017
560820,933,1017
560830,940,1022
560840,946,1031
560850,954,1031
560860,960,1044
560870,959,1046
560880,950,1041
560890,953,1041
560900,950,1039
560910,943,1035
560920,943,1033
560930,946,1035
560940,942,1031
560950,946,1034
560960,946,1035
560970,943,1033
560980,949,1032
560990,960,1035
561000,966,1032
561010,998,1079
561020,985,1053
561030,953,1039
561040,876,1023
561050,857,972
561060,923,948
561070,955,1019
561080,953,1023
561090,963,1029
561100,974,1036
561110,983,1042
561120,989,1049
561130,1000,1061
561140,1008,1073
561150,1006,1076
561160,1000,1075
561170,983,1070
561180,967,1054
561190,959,1047
561200,958,1043
561210,951,1036
561220,951,1035
561230,952,1038
561240,950,1034
561250,954,1034
561260,951,1036
561270,948,1030
561280,952,1031
561290,951,1039
561300,1007,1048
561310,998,1072
561320,978,1041
561330,896,1008
561340,837,971
561350,861,916
561360,938,940
561370,963,1005
561380,964,1017
561390,979,1036
561400,989,1043
561410,997,1050
561420,999,1054
561430,1010,1065
561440,1012,1075
561450,1007,1078
561460,1003,1076
561470,985,1067
561480,968,1050
561490,967,1039
561500,960,1034
561510,954,1028
561520,958,1028
561530,954,1028
561540,949,1024
561550,951,1022
561560,950,1022
561570,948,1018
561580,952,1018
561590,953,1021
561600,1191,1141
561610,996,1053
561620,978,1046
561630,900,1017
561640,876,967
561650,918,910
561660,948,984
561670,957,990
561680,966,1012
561690,974,1017
561700,985,1022
561710,986,1032
561720,991,1040
561730,1000,1045
561740,1002,1059
561750,1001,1057
561760,993,1057
561770,978,1050
561780,968,1033
561790,964,1030
561800,958,1026
561810,954,1018
561820,958,1017
561830,954,1019
561840,949,1012
561850,951,1013
561860,951,1011
561870,949,1005
561880,953,1008
561890,953,1008
561900,961,1008
561910,1009,1056
561920,986,1036
561930,963,1021
561940,893,1008
561950,862,950
561960,911,914
561970,951,983
561980,970,991
561990,974,1004
562000,980,1012
562010,982,1019
562020,984,1022
562030,996,1032
562040,999,1042
562050,1003,1050
562060,1008,1057
562070,997,1058
562080,977,1045
562090,973,1036
562100,968,1030
562110,960,1022
562120,961,1018
562130,958,1021
562140,953,1014
562150,955,1016
562160,955,1013
562170,954,1010
562180,957,1010
562190,958,1015
562200,976,1018
562210,1016,1059
562220,996,1034
562230,940,1009
562240,869,972
562250,890,903
562260,968,941
562270,987,991
562280,988,1011
562290,1006,1031
562300,1020,1037
562310,1029,1050
562320,1026,1051
562330,1039,1065
562340,1045,1077
562350,1038,1083
562360,1026,1078
562370,1008,1062
562380,994,1043
562390,990,1037
562400,986,1033
562410,977,1027
562420,979,1028
562430,979,1029
562440,973,1026
562450,972,1023
562460,971,1025
562470,971,1022
562480,988,1029
562490,1030,1071
562500,999,1034
562510,949,1010
562520,859,981
562530,862,910
562540,948,946
562550,974,1002
562560,976,1012
562570,992,1027
562580,998,1034
562590,994,1037
562600,1006,1053
562610,1016,1058
562620,1028,1063
562630,1022,1066
562640,1001,1056
562650,988,1041
562660,983,1033
562670,976,1028
562680,974,1020
562690,975,1022
562700,974,1022
562710,967,1016
562720,968,1017
562730,966,1018
562740,961,1014
562750,964,1016
562760,968,1019
562770,1196,1176
562780,1006,1050
562790,979,1031
562800,906,1010
562810,877,939
562820,944,943
562830,967,991
562840,974,1000
562850,985,1021
562860,989,1020
562870,999,1030
562880,1009,1042
562890,1009,1049
562900,1018,1059
562910,1010,1070
562920,998,1056
562930,991,1043
562940,991,1037
562950,978,1022
562960,971,1017
562970,968,1017
562980,961,1013
562990,966,1014
563000,962,1016
563010,962,1015
563020,1044,1040
563030,1240,1070
563040,926,956
563050,909,985
563060,910,987
563070,905,983
563080,901,985
563090,899,987
563100,892,979
563110,895,982
563120,906,989
563130,917,999
563140,940,1013
563150,952,1023
563160,961,1020
563170,960,1019
563180,961,1018
563190,957,1015
563200,960,1017
563210,963,1021
563220,960,1018
563230,963,1022
563240,962,1027
563250,956,1023
563260,969,1020
563270,982,1022
563280,972,1017
563290,973,1016
563300,972,1020
563310,972,1017
563320,981,1021
563330,1013,1048
563340,1271,1130
563350,1059,962
563360,963,1024
563370,956,1013
563380,956,1011
563390,944,1014
563400,936,1004
563410,937,1002
563420,931,1001
563430,935,1004
563440,945,1011
563450,957,1024
563460,977,1031
563470,986,1039
563480,988,1038
563490,980,1031
563500,982,1031
563510,979,1030
563520,971,1029
563530,977,1029
563540,974,1034
563550,976,1028
563560,980,1024
563570,978,1030
563580,971,1029
563590,981,1026
563600,987,1028
563610,988,1022
563620,984,1018
563630,1125,1083
563640,1020,1047
563650,1018,1037
563660,967,1032
563670,967,1026
563680,957,958
563690,961,1012
563700,972,1003
563710,980,1002
563720,983,1004
563730,986,999
563740,989,1001
563750,992,1006
563760,996,1006
563770,1003,1012
563780,1002,1017
563790,990,1015
563800,985,1015
563810,979,1015
563820,974,1012
563830,974,1010
563840,971,1011
563850,966,1006
563860,962,1006
563870,968,1007
563880,961,1002
563890,960,1009
563900,960,1008
563910,966,1003
563920,982,1009
563930,1155,1184
563940,1003,1033
563950,991,1021
563960,926,1005
563970,876,961
563980,898,900
563990,961,967
564000,968,982
564010,967,991
564020,981,1001
564030,985,1003
564040,996,1009
564050,998,1020
564060,1006,1022
564070,1010,1033
564080,1010,1041
564090,1000,1036
564100,985,1033
564110,975,1024
564120,964,1013
564130,963,1011
564140,959,1010
564150,954,1005
564160,958,1005
564170,957,1006
564180,952,1003
564190,954,1006
564200,954,1006
564210,953,1001
564220,956,1001
564230,959,1014
564240,1084,1141
564250,1001,1036
564260,983,1027
564270,897,1003
564280,873,937
564290,929,911
564300,953,969
564310,960,978
564320,973,1003
564330,979,1006
564340,989,1012
564350,993,1023
564360,997,1029
564370,1007,1041
564380,1004,1049
564390,996,1045
564400,986,1039
564410,973,1031
564420,963,1018
564430,966,1015
564440,962,1015
564450,958,1008
564460,958,1010
564470,962,1011
564480,953,1007
564490,959,1008
564500,959,1008
564510,957,1006
564520,969,1013
564530,1006,1057
564540,971,1026
564550,908,1006
564560,845,956
564570,900,871
564580,964,962
564590,980,985
564600,990,1007
564610,1006,1021
564620,1013,1033
564630,1015,1033
564640,1027,1043
564650,1029,1057
564660,1029,1066
564670,1029,1070
564680,1012,1063
564690,997,1048
564700,993,1035
564710,987,1030
564720,983,1025
564730,984,1026
564740,981,1026
564750,974,1020
564760,976,1019
564770,978,1018
564780,975,1014
564790,977,1015
564800,997,1021
564810,1034,1059
564820,1009,1030
564830,964,1011
564840,873,977
564850,880,919
564860,957,945
564870,979,990
564880,995,1001
564890,1017,1025
564900,1009,1019
564910,1015,1025
564920,1019,1038
564930,1025,1043
564940,1032,1054
564950,1028,1060
564960,1011,1050
564970,1001,1039
564980,993,1033
564990,989,1022
565000,986,1021
565010,984,1021
565020,981,1018
565030,977,1015
565040,977,1015
565050,974,1011
565060,977,1009
565070,977,1013
565080,977,1013
565090,1038,1084
565100,1013,1042
565110,980,1024
565120,913,1008
565130,887,944
565140,943,918
565150,980,985
565160,982,994
565170,991,1016
565180,1002,1022
565190,1014,1032
565200,1026,1040
565210,1028,1043
565220,1030,1055
565230,1027,1058
565240,1019,1056
565250,1005,1052
565260,992,1035
565270,989,1029
565280,986,1026
565290,979,1019
565300,976,1021
565310,977,1021
565320,969,1016
565330,973,1018
565340,972,1017
565350,967,1013
565360,972,1014
565370,974,1018
565380,1059,1037
565390,1017,1054
565400,995,1038
565410,944,1016
565420,879,983
565430,892,910
565440,963,962
565450,978,992
565460,985,1005
565470,996,1019
565480,1005,1029
565490,1010,1039
565500,1012,1048
565510,1028,1056
565520,1044,1067
565530,1029,1067
565540,1012,1059
565550,1000,1049
565560,987,1031
565570,986,1027
565580,982,1023
565590,976,1021
565600,977,1022
565610,976,1024
565620,972,1019
565630,975,1019
565640,970,1021
565650,968,1017
565660,971,1021
565670,978,1024
565680,1014,1069
565690,979,1040
565700,933,1014
565710,851,983
565720,860,913
565730,949,910
565740,975,988
565750,988,1004
565760,1009,1032
565770,1011,1035
565780,1020,1046
565790,1029,1058
565800,1037,1066
565810,1046,1082
565820,1041,1097
565830,1028,1092
565840,1017,1075
565850,1017,1056
565860,1003,1042
565870,993,1034
565880,992,1034
565890,990,1027
565900,989,1025
565910,988,1024
565920,985,1019
565930,991,1023
565940,1046,1048
565950,1254,1083
565960,998,923
565970,930,993
565980,931,988
565990,935,990
566000,929,992
566010,926,986
566020,925,983
566030,923,983
566040,920,978
566050,930,983
566060,943,999
566070,961,1008
566080,983,1020
566090,990,1026
566100,991,1025
566110,994,1021
566120,993,1023
566130,992,1022
566140,996,1023
566150,1000,1026
566160,997,1023
566170,1000,1024
566180,998,1029
566190,992,1024
566200,1003,1022
566210,1013,1026
566220,1006,1021
566230,1002,1017
566240,1004,1018
566250,1003,1016
566260,1009,1021
566270,1023,1034
566280,1151,1102
566290,1311,1110
566300,1014,985
566310,987,1022
566320,986,1014
566330,984,1017
566340,975,1012
566350,972,1009
566360,965,1011
566370,964,1007
566380,970,1012
566390,981,1022
566400,999,1031
566410,1011,1040
566420,1015,1045
566430,1008,1035
566440,1008,1033
566450,1001,1034
566460,992,1029
566470,995,1031
566480,997,1034
566490,995,1032
566500,1002,1031
566510,995,1036
566520,990,1035
566530,999,1030
566540,1008,1029
566550,1003,1028
566560,997,1028
566570,1061,1039
566580,1034,1059
566590,1025,1048
566600,957,1047
566610,979,1049
566620,974,955
566630,986,1020
566640,998,1013
566650,1005,1017
566660,1008,1018
566670,1011,1018
566680,1021,1022
566690,1025,1029
566700,1027,1031
566710,1024,1035
566720,1013,1040
566730,997,1032
566740,994,1030
566750,992,1028
566760,988,1025
566770,986,1025
566780,985,1029
566790,979,1022
566800,980,1024
566810,978,1023
566820,968,1025
566830,974,1022
566840,987,1028
566850,1021,1072
566860,996,1036
566870,945,1017
566880,857,978
566890,887,919
566900,966,931
566910,980,994
566920,989,1009
566930,1007,1033
566940,1009,1038
566950,1022,1050
566960,1030,1063
566970,1032,1069
566980,1032,1080
566990,1027,1081
567000,1008,1067
567010,992,1055
567020,985,1046
567030,982,1033
567040,975,1030
567050,972,1031
567060,968,1030
567070,969,1028
567080,967,1029
567090,963,1023
567100,962,1024
567110,961,1023
567120,966,1023
567130,1005,1074
567140,982,1044
567150,934,1014
567160,862,986
567170,859,918
567180,938,914
567190,970,984
567200,975,1002
567210,990,1019
567220,1000,1023
567230,1004,1032
567240,1001,1032
567250,1009,1044
567260,1011,1054
567270,1009,1057
567280,1001,1056
567290,985,1048
567300,973,1032
567310,970,1024
567320,967,1024
567330,962,1017
567340,963,1015
567350,961,1018
567360,955,1011
567370,954,1009
567380,954,1008
567390,952,1005
567400,955,1008
567410,962,1010
567420,1010,1087
567430,989,1036
567440,961,1021
567450,884,1004
567460,859,942
567470,929,907
567480,974,982
567490,972,988
567500,977,1008
567510,981,1011
567520,991,1019
567530,994,1028
567540,999,1034
567550,1007,1045
567560,1013,1058
567570,1008,1058
567580,996,1057
567590,982,1043
567600,969,1032
567610,966,1024
567620,962,1024
567630,956,1017
567640,958,1015
567650,957,1015
567660,952,1012
567670,956,1012
567680,956,1012
567690,953,1010
567700,959,1010
567710,1071,1063
567720,995,1048
567730,974,1032
567740,898,1014
567750,853,963
567760,882,889
567770,947,971
567780,959,989
567790,969,1007
567800,987,1021
567810,998,1025
567820,1000,1032
567830,1000,1039
567840,999,1044
567850,1011,1058
567860,1007,1069
567870,991,1062
567880,982,1054
567890,968,1040
567900,960,1029
567910,963,1027
567920,958,1026
567930,951,1021
567940,951,1022
567950,948,1021
567960,943,1014
567970,942,1014
567980,943,1014
567990,943,1012
568000,969,1021
568010,997,1061
568020,962,1032
568030,906,1013
568040,835,979
568050,849,902
568060,933,941
568070,959,989
568080,955,996
568090,980,1022
568100,985,1031
568110,984,1039
568120,994,1048
568130,1008,1059
568140,1018,1067
568150,1017,1080
568160,1005,1080
568170,989,1072
568180,976,1056
568190,968,1043
568200,959,1030
568210,957,1024
568220,953,1025
568230,947,1017
568240,946,1021
568250,943,1019
568260,937,1015
568270,938,1018
568280,936,1017
568290,934,1013
568300,938,1017
568310,949,1021
568320,988,1087
568330,958,1043
568340,911,1017
568350,828,988
568360,814,937
568370,853,877
568380,927,952
568390,949,992
568400,961,1015
568410,974,1031
568420,978,1038
568430,986,1050
568440,990,1053
568450,998,1065
568460,1006,1085
568470,1004,1086
568480,994,1091
568490,980,1077
568500,971,1055
568510,978,1049
568520,961,1038
568530,952,1029
568540,951,1028
568550,949,1026
568560,947,1021
568570,949,1021
568580,950,1023
568590,949,1020
568600,953,1024
568610,1019,1049
568620,1369,1218
568630,987,970
568640,945,1025
568650,939,1016
568660,938,1015
568670,927,1009
568680,918,1001
568690,914,998
568700,908,999
568710,906,993
568720,920,1004
568730,935,1018
568740,952,1027
568750,961,1034
568760,959,1030
568770,954,1025
568780,957,1026
568790,960,1029
568800,955,1025
568810,954,1034
568820,958,1030
568830,963,1024
568840,970,1025
568850,962,1021
568860,956,1015
568870,960,1019
568880,963,1021
568890,966,1027
568900,1214,1087
568910,1182,1053
568920,953,1013
568930,952,1018
568940,943,1017
568950,933,1012
568960,931,1008
568970,926,1010
568980,920,1004
568990,926,1008
569000,937,1017
569010,951,1028
569020,968,1039
569030,967,1042
569040,963,1031
569050,967,1032
569060,959,1032
569070,954,1029
569080,957,1032
569090,960,1035
569100,957,1032
569110,963,1031
569120,958,1035
569130,955,1028
569140,971,1029
569150,978,1032
569160,962,1022
569170,967,1022
569180,1195,1122
569190,1005,1057
569200,988,1063
569210,1011,1076
569220,945,955
569230,956,1019
569240,962,1016
569250,962,1014
569260,964,1014
569270,967,1019
569280,964,1017
569290,974,1023
569300,979,1032
569310,981,1037
569320,986,1046
569330,980,1052
569340,969,1047
569350,970,1046
569360,967,1046
569370,963,1041
569380,964,1039
569390,967,1043
569400,965,1044
569410,965,1039
569420,965,1044
569430,957,1043
569440,960,1046
569450,971,1043
569460,995,1049
569470,1021,1080
569480,989,1055
569490,935,1040
569500,862,997
569510,885,947
569520,959,963
569530,978,1009
569540,979,1022
569550,995,1042
569560,1004,1049
569570,1013,1059
569580,1022,1068
569590,1028,1080
569600,1031,1091
569610,1023,1090
569620,1010,1085
569630,993,1076
569640,980,1060
569650,982,1052
569660,978,1048
569670,973,1040
569680,973,1040
569690,970,1042
569700,965,1036
569710,965,1034
569720,965,1036
569730,960,1032
569740,965,1035
569750,981,1042
569760,1007,1084
569770,971,1046
569780,915,1018
569790,850,970
569800,882,910
569810,963,950
569820,975,1003
569830,988,1023
569840,1002,1045
569850,1004,1048
569860,1011,1055
569870,1017,1066
569880,1018,1071
569890,1019,1083
569900,1020,1090
569910,1005,1084
569920,995,1073
569930,985,1062
569940,978,1048
569950,980,1044
569960,979,1041
569970,971,1035
569980,972,1033
569990,972,1036
570000,966,1031
570010,968,1027
570020,967,1030
570030,963,1027
570040,973,1028
570050,1018,1104
570060,994,1054
570070,956,1035
570080,873,1022
570090,863,946
570100,949,932
570110,987,1004
570120,982,1005
570130,994,1027
570140,998,1034
570150,1000,1042
570160,1007,1046
570170,1014,1061
570180,1016,1068
570190,1022,1081
570200,1018,1084
570210,997,1075
570220,990,1065
570230,981,1054
570240,974,1041
570250,972,1038
570260,969,1037
570270,966,1032
570280,966,1032
570290,964,1030
570300,961,1027
570310,963,1024
570320,964,1026
570330,958,1023
570340,967,1025
570350,1013,1035
570360,1015,1069
570370,988,1044
570380,952,1031
570390,874,1006
570400,878,939
570410,951,925
570420,977,993
570430,980,1006
570440,998,1033
570450,1009,1032
570460,1022,1043
570470,1018,1048
570480,1016,1051
570490,1022,1060
570500,1027,1072
570510,1026,1078
570520,1018,1081
570530,1007,1073
570540,992,1058
570550,987,1043
570560,985,1042
570570,978,1033
570580,974,1034
570590,974,1033
570600,969,1027
570610,969,1028
570620,967,1026
570630,962,1023
570640,963,1025
570650,972,1027
570660,1008,1096
570670,993,1053
570680,957,1038
570690,876,1013
570700,867,953
570710,926,900
570720,969,988
570730,981,1000
570740,994,1025
570750,998,1034
570760,1005,1041
570770,1010,1055
570780,1012,1060
570790,1029,1071
570800,1044,1088
570810,1026,1091
570820,1012,1077
570830,1000,1068
570840,988,1050
570850,985,1041
570860,980,1037
570870,975,1032
570880,972,1032
570890,969,1030
570900,966,1028
570910,968,1026
570920,968,1027
570930,968,1023
570940,980,1031
570950,1018,1076
570960,975,1041
570970,936,1025
570980,864,991
570990,878,920
571000,961,952
571010,981,999
571020,988,1011
571030,1003,1035
571040,1008,1043
571050,1010,1047
571060,1018,1060
571070,1029,1073
571080,1029,1085
571090,1025,1099
571100,1012,1090
571110,1001,1068
571120,1001,1055
571130,984,1043
571140,978,1033
571150,974,1035
571160,974,1034
